op_name, stream_id, start_time(ms), duration(ms)
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614405.84224,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614405.84358,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614407.64135,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614407.64586,0.00127
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614407.64724,0.00109
Default/AtomicAddrClean-op28,4,3189614407.64845,0.00121
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614407.64977,0.00107
Default/Mul-op7,4,3189614407.65095,0.00109
Default/AtomicAddrClean-op29,4,3189614407.65215,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614407.65345,0.00119
Default/AtomicAddrClean-op30,4,3189614407.65475,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614407.65605,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614407.65735,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614407.65865,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614409.40101,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614409.40551,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614409.40681,0.00108
Default/AtomicAddrClean-op28,4,3189614409.408,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614409.40926,0.00107
Default/Mul-op7,4,3189614409.41044,0.00111
Default/AtomicAddrClean-op29,4,3189614409.41166,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614409.41296,0.00121
Default/AtomicAddrClean-op30,4,3189614409.41428,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614409.41558,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614409.41688,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614409.41819,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614411.19115,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614411.19566,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614411.19693,0.00109
Default/AtomicAddrClean-op28,4,3189614411.19813,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614411.19943,0.00107
Default/Mul-op7,4,3189614411.20061,0.0011
Default/AtomicAddrClean-op29,4,3189614411.20183,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614411.20313,0.0012
Default/AtomicAddrClean-op30,4,3189614411.20444,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614411.20573,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614411.207,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614411.2083,0.00119
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614412.97661,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614412.98112,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614412.9824,0.00109
Default/AtomicAddrClean-op28,4,3189614412.9836,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614412.98486,0.00107
Default/Mul-op7,4,3189614412.98604,0.00116
Default/AtomicAddrClean-op29,4,3189614412.98731,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614412.9886,0.00122
Default/AtomicAddrClean-op30,4,3189614412.98993,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614412.99123,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614412.9925,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614412.9938,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614414.81572,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614414.82023,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614414.8215,0.00108
Default/AtomicAddrClean-op28,4,3189614414.82269,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614414.82395,0.0011
Default/Mul-op7,4,3189614414.82516,0.0011
Default/AtomicAddrClean-op29,4,3189614414.82638,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614414.82768,0.0012
Default/AtomicAddrClean-op30,4,3189614414.82899,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614414.83029,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614414.83157,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614414.8329,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614416.4939,0.00438
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614416.4984,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614416.49967,0.00108
Default/AtomicAddrClean-op28,4,3189614416.50086,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614416.50212,0.0011
Default/Mul-op7,4,3189614416.50333,0.0011
Default/AtomicAddrClean-op29,4,3189614416.50455,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614416.50585,0.00121
Default/AtomicAddrClean-op30,4,3189614416.50717,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614416.50847,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614416.50974,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614416.51108,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614418.17218,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614418.17669,0.00123
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614418.17803,0.00108
Default/AtomicAddrClean-op28,4,3189614418.17922,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614418.18048,0.00107
Default/Mul-op7,4,3189614418.18166,0.00111
Default/AtomicAddrClean-op29,4,3189614418.18288,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614418.18418,0.00121
Default/AtomicAddrClean-op30,4,3189614418.1855,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614418.1868,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614418.18807,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614418.18937,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614419.8826,0.00448
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614419.88719,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614419.88849,0.00108
Default/AtomicAddrClean-op28,4,3189614419.88968,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614419.89094,0.00107
Default/Mul-op7,4,3189614419.89212,0.00115
Default/AtomicAddrClean-op29,4,3189614419.89338,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614419.89468,0.00122
Default/AtomicAddrClean-op30,4,3189614419.89601,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614419.8973,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614419.89857,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614419.89986,0.00123
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614421.58371,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614421.58821,0.00127
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614421.58959,0.00109
Default/AtomicAddrClean-op28,4,3189614421.59079,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614421.59205,0.0011
Default/Mul-op7,4,3189614421.59326,0.0011
Default/AtomicAddrClean-op29,4,3189614421.59448,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614421.59578,0.00119
Default/AtomicAddrClean-op30,4,3189614421.59709,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614421.5984,0.00118
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614421.5997,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614421.60101,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614423.30648,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614423.31124,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614423.31276,0.00123
Default/AtomicAddrClean-op28,4,3189614423.31437,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614423.31586,0.00107
Default/Mul-op7,4,3189614423.3173,0.00111
Default/AtomicAddrClean-op29,4,3189614423.31877,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614423.32033,0.00121
Default/AtomicAddrClean-op30,4,3189614423.32191,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614423.32345,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614423.32502,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614423.32656,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614424.94755,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614424.95205,0.00127
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614424.9537,0.00109
Default/AtomicAddrClean-op28,4,3189614424.9549,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614424.95616,0.0011
Default/Mul-op7,4,3189614424.95737,0.00111
Default/AtomicAddrClean-op29,4,3189614424.95859,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614424.95989,0.00119
Default/AtomicAddrClean-op30,4,3189614424.96119,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614424.96249,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614424.96376,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614424.96506,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614426.59007,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614426.59457,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614426.59587,0.00109
Default/AtomicAddrClean-op28,4,3189614426.59708,0.00117
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614426.59837,0.0011
Default/Mul-op7,4,3189614426.59958,0.00116
Default/AtomicAddrClean-op29,4,3189614426.60085,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614426.60215,0.00122
Default/AtomicAddrClean-op30,4,3189614426.60348,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614426.60477,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614426.60604,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614426.60734,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614428.23449,0.00449
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614428.23909,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614428.24039,0.00109
Default/AtomicAddrClean-op28,4,3189614428.2416,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614428.24289,0.0011
Default/Mul-op7,4,3189614428.2441,0.00111
Default/AtomicAddrClean-op29,4,3189614428.24532,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614428.24661,0.00119
Default/AtomicAddrClean-op30,4,3189614428.24791,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614428.24921,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614428.25048,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614428.25178,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614429.87733,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614429.88184,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614429.88314,0.00109
Default/AtomicAddrClean-op28,4,3189614429.88434,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614429.8856,0.0011
Default/Mul-op7,4,3189614429.88681,0.0011
Default/AtomicAddrClean-op29,4,3189614429.88803,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614429.88933,0.0012
Default/AtomicAddrClean-op30,4,3189614429.89064,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614429.89196,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614429.89323,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614429.89453,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614431.63876,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614431.64327,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614431.64454,0.00109
Default/AtomicAddrClean-op28,4,3189614431.64575,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614431.647,0.00107
Default/Mul-op7,4,3189614431.64818,0.00111
Default/AtomicAddrClean-op29,4,3189614431.6494,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614431.6507,0.0012
Default/AtomicAddrClean-op30,4,3189614431.65201,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614431.65331,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614431.65458,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614431.65588,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614433.34148,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614433.34599,0.0014
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614433.3475,0.00108
Default/AtomicAddrClean-op28,4,3189614433.34869,0.00112
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614433.34992,0.00107
Default/Mul-op7,4,3189614433.3511,0.00111
Default/AtomicAddrClean-op29,4,3189614433.35232,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614433.35362,0.00118
Default/AtomicAddrClean-op30,4,3189614433.35491,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614433.35621,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614433.35751,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614433.3588,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614435.05719,0.00438
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614435.06169,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614435.06299,0.00108
Default/AtomicAddrClean-op28,4,3189614435.06418,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614435.06548,0.0011
Default/Mul-op7,4,3189614435.06669,0.00111
Default/AtomicAddrClean-op29,4,3189614435.06791,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614435.06921,0.00122
Default/AtomicAddrClean-op30,4,3189614435.07055,0.0012
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614435.07186,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614435.07313,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614435.07443,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614436.80452,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614436.80903,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614436.81033,0.00109
Default/AtomicAddrClean-op28,4,3189614436.81153,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614436.81282,0.00107
Default/Mul-op7,4,3189614436.814,0.00116
Default/AtomicAddrClean-op29,4,3189614436.81527,0.0012
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614436.81659,0.0012
Default/AtomicAddrClean-op30,4,3189614436.8179,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614436.81919,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614436.82047,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614436.82178,0.00123
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614438.5249,0.00443
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614438.52944,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614438.53074,0.00109
Default/AtomicAddrClean-op28,4,3189614438.53194,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614438.53319,0.00107
Default/Mul-op7,4,3189614438.53437,0.00115
Default/AtomicAddrClean-op29,4,3189614438.53564,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614438.53694,0.0012
Default/AtomicAddrClean-op30,4,3189614438.53825,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614438.53955,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614438.54082,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614438.54216,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614440.22677,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614440.23127,0.00127
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614440.23266,0.00109
Default/AtomicAddrClean-op28,4,3189614440.23387,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614440.23512,0.00107
Default/Mul-op7,4,3189614440.2363,0.0011
Default/AtomicAddrClean-op29,4,3189614440.23752,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614440.23882,0.00122
Default/AtomicAddrClean-op30,4,3189614440.24015,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614440.24144,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614440.24271,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614440.24402,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614441.92368,0.00453
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614441.92859,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614441.93014,0.00108
Default/AtomicAddrClean-op28,4,3189614441.93159,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614441.93289,0.00107
Default/Mul-op7,4,3189614441.93407,0.00115
Default/AtomicAddrClean-op29,4,3189614441.93533,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614441.93663,0.00118
Default/AtomicAddrClean-op30,4,3189614441.93793,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614441.93923,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614441.9405,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614441.9418,0.00117
